    0.991074520349502563E+01    0.220669841766357422E+02    0.757234411590662293E+00   -0.177822744846343994E+01   -0.239147090911865234E+01   -0.196300792694091797E+01    0.461551904082298292E+00   -0.301154988779766541E+03   -0.693147164665378401E+01    1
    0.960957604646682739E+01    0.398685264587402344E+02    0.428418601173353009E+00   -0.139969623088836670E+01   -0.245641171932220459E+01   -0.231220352649688721E+01    0.100656661677360537E+00   -0.278658493061343052E+03   -0.693244820915376536E+01    1
    0.992761683464050293E+01    0.273817566037178040E+02    0.328694739507966016E+00   -0.174257320165634155E+01   -0.279267597198486328E+01   -0.239431965351104736E+01    0.563601864337921143E+00   -0.275776057299205434E+03   -0.693342477165374582E+01    1
    0.903796887397766113E+01    0.380597421526908875E+02    0.548266803284920501E+00   -0.156329721212387085E+01   -0.257714056968688965E+01   -0.240018489956855774E+01    0.312505769205093376E+00   -0.274483060004687445E+03   -0.693440133415372451E+01    1
    0.828516346216201782E+01    0.407553562521934509E+02    0.776967108924737304E+00   -0.188555765151977539E+01   -0.211231136322021484E+01   -0.177575665712356567E+01    0.360986200189590489E+00   -0.273609825485722126E+03   -0.693537789665375648E+01    1
    0.994492995738983154E+01    0.499085447192192078E+02    0.348561914966497188E+00   -0.105044615268707275E+01   -0.273458743095397949E+01   -0.224899280071258545E+01    0.550118993353843733E+00   -0.269056636869821318E+03   -0.693635445915377691E+01    1
    0.771001255512237549E+01    0.287002843618392944E+02    0.565960169090039211E+00   -0.194561123847961426E+01   -0.246643006801605225E+01   -0.239482405781745911E+01    0.427482993721961968E+00   -0.268989194445496651E+03   -0.693733102165377868E+01    1
    0.817739927768707275E+01    0.312847539782524109E+02    0.258847100591823920E+00   -0.178304952383041382E+01   -0.232088255882263184E+01   -0.226851019263267517E+01    0.835651617050170957E-02   -0.266331110385104466E+03   -0.693830758415374582E+01    1
    0.982488608360290527E+01    0.213437345623970032E+02    0.289043714591795342E+00   -0.138851159811019897E+01   -0.261780536174774170E+01   -0.232280182838439941E+01    0.349759020853042613E+00   -0.256648058094017188E+03   -0.693928414665371829E+01    1
    0.629358035326004028E+01    0.246106442809104919E+02    0.756943773931939679E+00   -0.195452421903610229E+01   -0.285928690433502197E+01   -0.223101112246513367E+01    0.311024617552757288E+00   -0.252107589477877241E+03   -0.694026070915372717E+01    1
    0.742613238096237183E+01    0.451427188515663147E+02    0.751802371108760803E+00   -0.121567595005035400E+01   -0.241553556919097900E+01   -0.191701519489288330E+01    0.539648953986167967E+00   -0.249116505292457362E+03   -0.694123727165374049E+01    1
    0.552303802967071533E+01    0.443622750043869019E+02    0.750811314556414366E+00   -0.165124720335006714E+01   -0.254559636116027832E+01   -0.222865182161331177E+01    0.147501251363754277E+00   -0.246538853249964745E+03   -0.694221383415371740E+01    1
    0.837829673290252686E+01    0.472816947102546692E+02    0.419907757811647742E+00   -0.165865725278854370E+01   -0.207920789718627930E+01   -0.182457643747329712E+01    0.158430310249328618E-01   -0.246183557169985960E+03   -0.694319039665372273E+01    1
    0.772013467550277710E+01    0.259518736600875854E+02    0.571080528908575635E+00   -0.155466103553771973E+01   -0.214028203487396240E+01   -0.210995438694953918E+01    0.213363353347778339E+00   -0.245652775507058692E+03   -0.694416695915375470E+01    1
    0.650533056259155273E+01    0.378162786364555359E+02    0.267688357521906672E+00   -0.189698314666748047E+01   -0.205746436119079590E+01   -0.200606289505958557E+01    0.535065752935409589E+00   -0.237458968644001629E+03   -0.694514352165374316E+01    1
    0.687416326999664307E+01    0.292769727110862732E+02    0.561461354514248723E+00   -0.160513699054718018E+01   -0.297861027717590332E+01   -0.216274115443229675E+01    0.298441771459579452E+00   -0.237349169752551376E+03   -0.694612008415372184E+01    1
    0.754640853404998779E+01    0.162504604458808899E+02    0.763854682246318806E+00   -0.190075004100799561E+01   -0.213909697532653809E+01   -0.183009880781173706E+01    0.191854157280921950E+00   -0.237043747620419481E+03   -0.694709664665371118E+01    1
    0.949232381582260132E+01    0.311870861053466797E+02    0.507536648012340774E+00   -0.196270602941513062E+01   -0.211784267425537109E+01   -0.282656717300415039E+01    0.246561580038070688E+00   -0.232401836128487275E+03   -0.694807320915371829E+01    1
    0.964633679389953613E+01    0.216055709123611450E+02    0.325711447491471684E+00   -0.138439494371414185E+01   -0.249802935123443604E+01   -0.253461438417434692E+01    0.277867741513252275E+00   -0.228548907610172364E+03   -0.694904977165373605E+01    1
    0.601352876424789429E+01    0.178652733564376831E+02    0.229138289042117693E+00   -0.177268475294113159E+01   -0.279715299606323242E+01   -0.200431990623474121E+01    0.207684018874168402E+00   -0.228345656164833514E+03   -0.695002633415374405E+01    1
    0.896164876222610474E+01    0.333231997489929199E+02    0.687712014338252020E+00   -0.129442185163497925E+01   -0.189708638191223145E+01   -0.195481407642364502E+01    0.124751842832565310E+00   -0.226965270767610633E+03   -0.695100289665376003E+01    1
    0.723027640581130981E+01    0.181844729185104370E+02    0.782942708675798960E+00   -0.135528510808944702E+01   -0.271402430534362793E+01   -0.230011257529258728E+01    0.201250580906867982E+00   -0.226433982410358936E+03   -0.695197945915378668E+01    1
